,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,song_text,text_length
787,Discontent,,John Wilson,,John Wilson,Source unknown,,1659,%1,Sarge Gerbode,Sarge Gerbode,,,,,Discontent,,lute song,Cm,3.0,"archlute, bass viol, soprano",score,,,,https://lutemusic.org/composers/Wilson/songs/discontent/discontent_S.ft3,https://lutemusic.org/composers/Wilson/songs/discontent/pdf/discontent_S.pdf,https://lutemusic.org/composers/Wilson/songs/discontent/midi/discontent_S.mid,1573937436,1586042081,"i prithee turn that face a way, whosesplendor but benights the day; sad eyes like mine, and wounded hearts, shun the bright rays which beauty darts; un welcome is the sun that pries into those shades where sorrow lies: go shine on happy things; to me, that blessing is a miserie; whom thy fierce sun not warms but burns, like that the sooty indian turns; i'll serve the night, and there confin'd; with thee less fair or else more kind.",435
791,In a season all oppressed,,John Wilson,,John Wilson,Cheerful ayres or ballads,,1660,#17,Sarge Gerbode,Sarge Gerbode,,,,,In a season all oppressed,,lute song,Am,2.0,"6-course, soprano",score,,,,https://lutemusic.org/composers/Wilson/songs/in_a_season_all_oppressed/in_a_season_all_oppressed.ft3,https://lutemusic.org/composers/Wilson/songs/in_a_season_all_oppressed/pdf/in_a_season_all_oppressed.pdf,https://lutemusic.org/composers/Wilson/songs/in_a_season_all_oppressed/midi/in_a_season_all_oppressed.mid,1573937436,1586042081,"in a season all oppresed, with sad sorrows poor distressed, troilus said unto his cressid: yield, o yield thee strife in love is love's uniting, these hands were not made for fightting, but for mutual hearts' delighting; yield, o yeild then dear, if you will still persever in this no, which answers never, do what i desire you ever. and again say since nor time, nor place, nor 'plaining, can change this word of disdaining, what is there for me remaining but to die, if",471
793,"Take, o take those lips away",,John Wilson,,John Playford,Select musicall ayres and dialogues,,1653,p.24,Sarge Gerbode,Sarge Gerbode,,,,,"Take, o take those lips away",,lute song,Cm,3.0,"8-course, alto",score,,,,https://lutemusic.org/composers/Wilson/songs/take_o_take_those_lips_away/take_o_take_those_lips_away.ft3,https://lutemusic.org/composers/Wilson/songs/take_o_take_those_lips_away/pdf/take_o_take_those_lips_away.pdf,https://lutemusic.org/composers/Wilson/songs/take_o_take_those_lips_away/midi/take_o_take_those_lips_away.mid,1573937436,1586042081,"take, o take those lips away, that so sweetly were forsworn, and those eyes the break of day, lights that do mislead the morn; but my kisses bring again; seals of love, but seal'd in vain. hide, o hide those hills of snow, which thy frozen bosom bears, on whose tops the pinks that grow are yet of thosethatapril wears. but first set my poor heart free, bound in those icy chains by thee.",388
801,17b. Ces fascheux sotz,,Pierre Attaingnant,,Pierre Attaingnant,Tres Breve et Famili?re Introduction,,1529,f.26v,Sarge Gerbode,Sarge Gerbode,,,,,17b. Ces fascheux sotz,,lute song,FM,2.0,"6-course, soprano",score,,,https://lutemusic.org/facsimiles/AttaingnantP/Tres_Breve_et_Familiere_Introduction_1529/26v.png,https://lutemusic.org/sources/AttaingnantP/tres_breve_et_familiere_introduction_1529/17_ces_fascheux_sotz/17b_ces_fascheux_sotz_VT.ft3,https://lutemusic.org/sources/AttaingnantP/tres_breve_et_familiere_introduction_1529/17_ces_fascheux_sotz/pdf/17b_ces_fascheux_sotz_VT.pdf,https://lutemusic.org/sources/AttaingnantP/tres_breve_et_familiere_introduction_1529/17_ces_fascheux_sotz/midi/17b_ces_fascheux_sotz_VT.mid,1573937555,1588468794,"in orig., a on th course. same note, but better voice leading. note added by editor note one course lower in orig. note one course lower in orig. in orig., d followed by b. in orig. d followed by b. piece re-barred by editor from this point. in orig., b on th course and d on the nd. in orig, a on th course. same note; better fingering for voice leading.",355
804,Where are all thy beauties now?,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#3,Sarge Gerbode,Sarge Gerbode,,,,,Where are all thy beauties now?,,lute song,Gm,2.0,"6-course, bass, tenor, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/03_where_are_all_thy_beauties_now/03_where_are_all_thy_beauties_now.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/03_where_are_all_thy_beauties_now/pdf/03_where_are_all_thy_beauties_now.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/03_where_are_all_thy_beauties_now/midi/03_where_are_all_thy_beauties_now.mid,1573937409,1586042063,"where are all the beauties now all hearts enchaining? whither are thy flatt'rers gone with all their feigning? all fled, and thou alone still here remaining. thy rich state of twisted gold to bays is turned; cold as thou art are thy loves that so much burned: who die in flatt'rers arms are seldom mourned. yet in spite of envy, this be still proclaimed, that none worthier than thy self thy worth hath blamed: when their poor names are lost thou shalt live famed. when thy story long time hence shall be thus excus'd, let the blemish of thy rule be thus excused,",563
809,"Come, cheerful day",,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#17,Sarge Gerbode,Sarge Gerbode,,,,,"Come, cheerful day",,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/come_cheerful_day.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/pdf/come_cheerful_day.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/midi/come_cheerful_day.mid,1573937409,1586042063,"come,cheerful day, come cheerful day, part of my life to me: for while thouview'st me with thy fadinglight, part of my life doth still depart with thee, and i still onward haste to my last night. time's fatal wings do ever forwardfly, so ev'ry day, so ev'ry day we live, we live, a day we die. but o ye nights, but o ye nights, ordain'd for barren rest, how are my days depriv'd of life in you,when heavy sleep my soul hath dispos-sess'd, by feigned death life sweetly to renew? part of my life in that you life deny,",517
815,Lighten heavy heart thy spright,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#19,Sarge Gerbode,Sarge Gerbode,,,,,Lighten heavy heart thy spright,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/lighten_heavy_heart.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/pdf/lighten_heavy_heart.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/midi/lighten_heavy_heart.mid,1573937409,1586042063,"lighten heavy heart, thy sprite, the joys recall that thence are fled: yield thy breast some living light, the man that nothing doth is dead. tune thy temper to these sounds, and quicken so thy joyless mind; sloth the worst and best confounds, it is the ruin of mankind. from her cave rise all distastes, which unresolv'd despair pursues; whom soon after violence hastes herself ungrateful to abuse. skies are clear'd with stirring winds, th'unmoved water moorish grows; ev'ry eye much pleasure finds to view a stream that brightly flows.",538
820,Jack and Joan,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#20,Sarge Gerbode,Sarge Gerbode,,,,,Jack and Joan,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/jack_and_joan.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/pdf/jack_and_joan.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/midi/jack_and_joan.mid,1573937409,1586042063,"jack and joan they think no ill, but loving live, and merry still; do their weekdays' work, and pray devoutly on the holly day; skip and trip it on the green, and help to choose the summer queen; lash out at a country feast their silver penny with the best. well can they judge of nappy ale, and tell at large a winter tale, climb up to the apple loft, and turn the crabs till they be soft. tib is all the father's joy, and little tom the mother's boy, all their pleasure is content, and care to pay their yearly rent. joan can call by name her cows, and deck her windows with green boughs. she can wreaths and tutties make, and trim with plums a bridal cake. jack knows what brings gain or loss, and his long flail can stoutly toss; make the hedge which others break, and ever thinks what he doth speak. now you courtly dames and knights, that study only strange delights, though you scorn the homespun grey, and revelin your rich array. tough your tongues dissemble deep, and can your heads from danger keep; yet for all your pomp and train, securer livesthe silly swain.",1073
825,All looks be pale,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#21,Sarge Gerbode,Sarge Gerbode,,,,,All looks be pale,,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/all_looks_be_pale.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/pdf/all_looks_be_pale.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/midi/all_looks_be_pale.mid,1573937409,1586042063,"all looks be pale, hearts cold as stone, for hally now is dead and gone, hally in whose sight, most sweet sight, all the earth late took delight. ev'ry eye weep with me, weep with me, weep with me, joys drown'd in tears must be, joys drown'd in tears must be. his iv'ry skin, his comely hair, his rosy cheeks so clear and fair, eyes that once did grace his bright face now in him all want their place eyes and heart weep with me, weep with me, weep with me, for who so kind as he, for who so kind as he. his youth was like an april flow'r, adorn'd with beauty, love, and pow'r, glory strew'd his way, whose wreaths gay now are all turn'd to decay, then again weep with me, weep with me, weep with me, none feel more cause than we, none feel more cause than we. no more may his wish'd sight return, his golden lamp no more can burn; quench'd is all his flame, his hop'd fame now hath left him nought but name. for him all weep with me, weep with me, weep with me, since more him none shall see, since more him none shall see.",1024
829,Vain men whose follies,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#1,Sarge Gerbode,Sarge Gerbode,,,,,Vain men whose follies,,lute song,FM,3.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/vain_men_whose_follies.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/pdf/vain_men_whose_follies.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/midi/vain_men_whose_follies.mid,1573937409,1586042063,"follies thomas campion f f a  those things good that are, not those that seem. i cannot call her true her faith with me, but prov'd a woman as all other be. vain men whose follies make a god of love, whose blindness beauty doth immortal deem,praise not what you desire, but what you prove; count seeing clear day once will dream of night? she seem'd a saint that brake forget their ill, men must be men, and women women still. how fair an entrance breaks the way to love? how rich of golden hope, and gay delight?what heart cannot a modest beauty move? who uncouth are the joys of either kind. let us then praise their good, so bitter is their sweet, that true content. unhappy men in them may never find, ah! but without them none;both must consent. else that's false to me, nor make of women more than women be.",813
834,How eas'ly wert thou chained,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#2,Sarge Gerbode,Sarge Gerbode,,,,,How eas'ly wert thou chained,,lute song,Cm,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/02_how_easly_wert_thou_chained.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/pdf/02_how_easly_wert_thou_chained.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/midi/02_how_easly_wert_thou_chained.mid,1573937409,1586042063,"how eas'ly wert thou chained, fond heart by favours feigned? why liv'd thy hopes in grace, straight to die, straight to die disdained? but since th'art now beguiled, by love that falsely smiled, in some less happy place mourn alone, mourn alone exiled. my love still here increaseth, and with my love my grief, while her sweet bounty ceaseth, that gave my woes relief. yet wonder if i languish through burden of my smart, it is no common anguish from paradise to part. a goddess so much graced, that paradise is placed in her most heav'nly breast, once by love, once by love embraced; but love that so kind proved is now from her removed, nor will he longer rest where no faith, where no faith is loved. if pow'rs celestial wound us, and will not yield relief, woe then must needs confound us, for none can cure our grief. no goddess thus deceives me, whose faith who could mistrust.",883
839,Harden now thy tired heart,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#3,Sarge Gerbode,Sarge Gerbode,,,,,Harden now thy tired heart,,lute song,Cm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/03_harden_now_thy_tired_heart.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/pdf/03_harden_now_thy_tired_heart.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/midi/03_harden_now_thy_tired_heart.mid,1573937409,1586042063,"harden now thy tired heart, with more then flinty rage; n'er let her false tears henceforth thy ear thy music grace? who shall thy bright eyes admire? what lips triumph with thine? day by day who'll visit thee, and say th'art only mine? such a time there was, god wot, but such shall never be, too oft, i fear, thou wilt remember me. silly trait'ress, who shall now thy careless tresses place? who thy pretty talk supply? whose days thou saw'st, when she stood firm and kind: both as one then liv'd and held one ear, one tongue, one mind. but now those bright hours be fled, and never may return: what then remains but her untruths to mourn?",641
